File_name,Participant_ID,Program,level_program,housing,year_undergraduate_degree,major,age,gender,years_studying_Spanish,Spanish_in_home,Proficiency_self_evaluation_beginning_of_program,Time,Formality,Text
part11_writing4_informal_madrid,Participant_11,Madrid_2023,advanced,host_family,3rd,"International Relations, Spanish",20,Female,8,No,intermediate high,4,informal,"Hola, espero que seas bien. Quiero ver Taylor Swift en México el 24 de agosto. ¿Quieres ir conmigo? Los billetes cuestan 400 euros (muy caros). Me gustan las canciones ""You're on Your Own Kid"" y ""Red."" ¿Cuáles son tus canciones favoritas? Creo que los billetes pueden ser comprados a través la oficina al estadio. Podemos comprarlos allí. Después de la clase hoy, podemos reunirnos a la cafetería para discutir las detalles. ¡Estoy emocionada para el concierto!
Adios,
[nombre]"
part12_writing1_formal_madrid,Participant_12,Madrid_2023,advanced,host_family,4th,sociology,21,Female,3.5,Yes,intermediate,1,formal,"Buenas tardes Profesora [nombre],
Espero que te encuentro bien y que andas disfrutando Semana Santa. Quería preguntar algo sobre lo que dijiste en clase este semana pasada. Estábamos hablando de la literatura, específicamente de la diferencia de narrativa y discurso. Se que narrativa es cómo se cuenta una historia. Tiene tres partes: el autor, el texto, y el lector. Pero, también se que discurso es como se cuenta la historia y que tiene siete partes. Entonces no entiendo la diferencia de narrativa y discurso. No se si tengo la mala definición por una de las palabras ó si es algo que se ocupa explicar en persona. A lo mejor me ayuda si me puedes dar un ejemplo usando las dos palabras por la misma historia. Otra pregunta, ¿que es la diferencia de la trama de una historia y el discurso? La trama de la historia incluya: la exposicion, el desarrollo, el suspenso, el punto decisivo, el clímax, y el desenlace. La trama también tiene siete partes, igual como el discurso. ¿Son elementos diferentes ó no? ¿sus definiciones son iguales? Esos son mi preguntas del clase. Lo aprecio si puedes clarificar estas palabras de vocabulario de literatura. 
Muchas gracias, 
[nombre]"
part12_writing1_informal_madrid,Participant_12,Madrid_2023,advanced,host_family,4th,sociology,21,Female,3.5,Yes,intermediate,1,informal,"Hola [nombre],
¿Qué tal? ¡Espero que andas disfrutando la fin de semana! Vi que pusistes una fotos en la sociales redes. Se miraba que te estabas divirtiendo. Para la próxima podemos ir a una lugar cercas de Plaza Mayor. He escuchado que tiene bueno música. 
¿Ya empezaste la tarea? Apenas lo estoy haciendo pero estoy un poquita confundida de que ocupamos hacer. Leí el syllabus y tiene el título de una película, Tambíen La Lluvia, by Iciar Bollain y una lectura. ¿Es necesario ver la película antes de la clase que tenemos Lunes a las tres de la tarde y leer la lecture? Por si no los has visto la lectura es Paszkiewicz, “Del cine épico al cine social: El universo metafílmico en También la lluvia (2010) de Icíar Bollaín”. Ó no mas ocupamos leer la lectura? No estoy segura si vamos a ver la película en la sesión de clases el Lunes. 
Pues cuando tengas tiempo a ver la tarea, dejame saber. Puedes responde con correo electrónico o con mi numero de movíl. Pienso que si la tengas! 
Muchas gracias, 
[nombre]"
part12_writing2_formal_madrid,Participant_12,Madrid_2023,advanced,host_family,4th,sociology,21,Female,3.5,Yes,intermediate,2,formal,"Buenos tardes Profesora [nombre], 
Soy [nombre], un estudiante de su clases SPA100 Literatura. Espero que te encuentro bien y que podías disfrutar la fin de semana. En clase mencionastes de un trabajo con la oficina de español para el verano. Dijiste que buscan para una estudiante que puede trabajara 20 horas cada semana en agosto y septiembres. Este pocision me interesa mucho porque para mi carrera estoy buscando para experiencia en la oficina y quiero mejorar mi español. 
Busca en la red y vi que en la aplicación se necesita una carta de recomendación de un profesor ó un empleador pasado. Solamente he trabajado en una heladería, y siento que esa experience no correlates con esta posición. Entonces, si me puedes hacer el gran favor de escribirme una carta de recomendación, lo agradece. 
Si estás de acuerdo, puedo mandarte mi resume y una cover letter. A lo mejor te ayudar a escribirlo porque explicar porque quiero la posición y mis cualificaciones.
Y si no, esta bien! Nos vemos la proxima semana en clase. 
Muchas gracias, 
[nombre]"
part12_writing2_informal_madrid,Participant_12,Madrid_2023,advanced,host_family,4th,sociology,21,Female,3.5,Yes,intermediate,2,informal,"Hola [nombre], 
Cómo estás? Vi en las sociales redes que estuvistes en Germany este fin de semana! Que chido! Fui dos semanas atrás y me encanto. Para mi, aparecer como Suiza porque esta tan bonito y moderna. 
De todos modos, no se si te acuerdas que hicimos en la clase de cultura el jueves 4 de mayo. Pero, si has tomado notas, me los puedes mandar por favor? Es que estuve enferma y no podía ir a la clasa. No quería enfermar a todos. Leí el syllabus y vi la película que era para tarea. Pero, trate de leer las dos lecturas y son muy difíciles. No se si en clase hablaron de ellos. 
Si tienes tiemp este semana, seria mucha ayuda si me los puede explicar un poco. Así cuando llega la exámen puede estudiar las notas. Pues, dejame saber si puedes. Si no, voy a preguntar a alguien más. Muchas gracias! Ó y si sí, entonces nos podemos juntarnos en un lugar de café. Puedo comprarte un café o postre, lo que sea!
Chau, 
[nombre]"
part12_writing3_formal_madrid,Participant_12,Madrid_2023,advanced,host_family,4th,sociology,21,Female,3.5,Yes,intermediate,3,formal,"Buenos dias Profesor,
Espero que has disfrutado el fin de semana. Quería preguntarle de la exámen que to. ¿Cuándo vamos a recibir las calificaciones? Siento que hubo un pregunta que no nos preparó por. La pregunta del mariposa y si ciclo de vida. Después de recibir mis calificaciones, me gustaria hablar contigo. A lo mejor seria posible a corregir la pregunta. Tengo otros clases lunes, martes, y jueves desde 8am hasta 2pm. Si trabaja para usted, podemos juntarnos a las 2:15pm. Dejame saber. 
Muchas gracias, 
[nombre]"
part12_writing3_informal_madrid,Participant_12,Madrid_2023,advanced,host_family,4th,sociology,21,Female,3.5,Yes,intermediate,3,informal,"Que tal amiga,
Me gusto tu video que enseñaste en clases. Era muy chistoso. Me acuerdo que el profesor mencionó que todas de la clase necesita hacer un video. Nunca he sido un proyecto como este. Ni tengo un camera ó un programa para editar. Pienas que cuando llegar el tiempo, puedes ayudarme? Lo aprecia muchísimo. 
También me encanta tu vestido que te pusiste en la fiesta de [nombre] el sábado pasado. Ese color va bien con tu piel. A lo mejor podemos ir a compra tambien si trabajamos juntas en el video. 
Gracias, 
[nombre]"
part13_writing1_formal_madrid,Participant_13,Madrid_2023,advanced,dorm,3rd,"Sociology major, Spanish minor",21,Female,7,No,intermediate high,1,formal,"Buenos días Profesora [apellido],
 
Soy [nombre apellido] de su clase de [nombre del curso]. Tengo unas preguntas sobre las tareas finales que tenemos que entregar este viernes. Primero para el ensayo final, ¿tenemos que incluir una copia de nuestras notas y revisiones? ¿O ya tiene Ud. estas copias de la semana pasada? Entonces para la presentación final, ¿puede Ud. enviar a mis compañeros y yo la rúbrica? Traté de ver la rúbrica ayer, pero creo que el enlace en Canvas no funciona. Y porque vamos a presentar en pares, ¿Ud. va a asignar la nota misma para nuestros dos o dos notas separadas? ¡Gracias!
 
También, me fascina este último tema que estudiamos en [nombre del curso] sobre el género en la literatura. Recuerdo que Ud. mencionó que se enfoca en este tema en sus obras academicas en el departamento español de [nombre de la universidad]. ¿Está Ud. buscando ayudantes estudiantes para su obra academica? Tengo interés en una oportunidad academica relacionada con el género en la literatura y puedo enviarle un resume. Si no existe la oportunidad de ayudar a Ud., ¿sabe otras oportunidades similares en el departamento? ¿Puedo conocerse con Ud. durante sus horas de oficina para discutir la posibilidad de estas oportunidades? ¡Muchas gracias y espero que tiene un buen día!
 
Sinceramente,
[nombre apellido]"
part13_writing1_informal_madrid,Participant_13,Madrid_2023,advanced,dorm,3rd,"Sociology major, Spanish minor",21,Female,7,No,intermediate high,1,informal,"Hola [nombre],
 
Tengo que contarte todo sobre la boda de mi prima. Yo casi llegué tarde en el día de la boda porque me olvidé los zapatos en Davis y tuve que comprar zapatos nuevos dos horas antes de la ceremonia. Pero era muy bonita y voy a hablar contigo sobre los otros detalles más tarde cuando regreso en Davis este semana.
 
Para las dos clases de español que no pudí asistir, ya leí las lecturas asignadas. ¡Eran demasiadas largas! Pero cuando tienes el tiempo, ¿puedes enviarme sus notas de clase? Y también no entiendo mucho el tema de la lectura para el viernes lol. ¿Puedo llamarte por FaceTime antes de la proxima clase porque necesito más ayuda para esta lectura? Después de la FaceTime, si todavía estoy confundida, puedo ir a las horas de oficina del profesor. Adicionalmente, podemos hablar sobre los ensayos, especialmente si el profesor habló de la rúbrica durante mi ausencia. ¿Sabes si tenemos que entregar una tesis para corregir antes de que empezamos el ensayo? Otra vez, ¡muchas gracias por su ayuda mientras tuve la boda en Nueva York! Voy a comprarte un café como mi gracias. !Adios y hasta mañana!
 
-[nombre]"
part13_writing2_formal_madrid,Participant_13,Madrid_2023,advanced,dorm,3rd,"Sociology major, Spanish minor",21,Female,7,No,intermediate high,2,formal,"Buenos dias Señora [apellido],
 
Soy [nombre apellido] de su clase de SPA 101. ¡Espero que tuvó un buen fin de semana!
 
Si es posible, ¿puede Ud. conocerme el miércoles o el domingo para repasar las instrucciones  del proyecto final? Yo sé que sus horas de oficina están en las martes y jueves a las diez de la mañana. Sin embargo, tengo una clase con la asistencia obligatoria durante el tiempo normal de sus horas. Tengo mucho tiempo para conocerle durante este miércoles o este domingo. Entonces, si un de estos días funciona para Ud., puede avisarme su preferencia. Ambos Zoom y en persona funcionan para mí. Tengo flexibilidad también si prefiere una otra manera de discutir sobre el proyecto final cuando no tengo clase.
 
Y un poco de contexto de mi confusión con el proyecto es que no entiendo completamente los motivos del personaje principal de la lectura en que tengo que hacer el proyecto. Por esta razón, tengo dificuldades en el progreso y creo que una discusión consigo va a ayudarme.
 
Muchas gracias y espero que un tiempo fuera de sus horas de oficina normales va a funcionar. Otra vez, ¡gracias!
 
-  [nombre apellido]"
part13_writing2_informal_madrid,Participant_13,Madrid_2023,advanced,dorm,3rd,"Sociology major, Spanish minor",21,Female,7,No,intermediate high,2,informal,"Hola [nombre],
 
¿Cómo estás? Tengo una preguntita para tí, mi mejor amiga. ¿Puedes ayudarme con algo? 
 
Primero el cuento… Ayer cuando fui a la fiesta de cumpleaños para mi primo no regresé a casa hasta las tres de la mañana. Estaba muy cansada y por eso, no me despierté esta mañana hasta las diez y media. Y ahora estoy corriendo a clase (aunque en el autobús) y no voy a tener el tiempo para imprimir el ensayo para nuestra clase hoy. ¿Recuerdo que vas a estar en campus temprano hoy porque tenía que ir a la biblioteca para estudiar? Si estoy correcta, funciona perfecto para mí.
 
Entonces, por favor, por favor, ¿puedes imprimir mi ensayo? Yo voy a apreciarte mucho y por supuesto puedo comprar un café para tí después de clase. Y luego, podemos hablar del fin de semana porque tengo un poco de chisme para contarte.
 
¡Te amo! Y muchas, muchas gracias. Estoy emocionada de verte en una hora y tengo mucho aprecio para tí. Si necesitas mi ayudo con algo en el futuro, recuerda que siempre puedes preguntarme también.
 
- [nombre]"
part13_writing3_formal_madrid,Participant_13,Madrid_2023,advanced,dorm,3rd,"Sociology major, Spanish minor",21,Female,7,No,intermediate high,3,formal,"Buenos dias Profesora [apellido],
 
¿Puede ayudarme con unas preguntas sobre mi programa de estudios para la primavera?  Voy a ir a España en un mes y sé que en el pasado, Ud. era una de los coordinadores del programa. Entonces, yo quiero preguntar sobre mi nivel de español y también sobre la ropa y las cosas que debo traer en el viaje. 
Con el conocimiento que tiene Ud. sobre mi español en las tareas y la participación en clase, ¿cree que debo practicar mi español con más intensidad? Estoy un poca nerviosa sobre mi comunicación en español en España porque solo estoy acostumbrada de usar el español en mis clases. No tengo mucha experiencia con el español en situaciones del mundo real. ¿Puedo ir a sus horas de oficina esta semana en martes o miércoles para discutir mis preocupaciones?
 También sabe si hay cosas comunes que los participantes faltaban cuando estaban en España. Este programa va a ser el tiempo más largo que estoy fuera del país y no puedo pensar en las cosas que tengo que traer. Además, la comunicación antes del programa es dificil de comprender. Entonces, tiene recursos de los años pasados que pueden ayudarme con mi lista para empacar. Si voy a sus horas de oficina, podemos hablar sobre eso también.
Voy a ver a Ud. en clase el lunes. ¡Muchas gracias! Aprecio mucho sus consejos y su tiempo.
 
Sinceramente,
[nombre apellido]
"
part13_writing3_informal_madrid,Participant_13,Madrid_2023,advanced,dorm,3rd,"Sociology major, Spanish minor",21,Female,7,No,intermediate high,3,informal,"Hola [nombre],
 
¿Cómo estás?  Voy a regresar el viernes de mi viaje en Europa y tengo una pregunta para ti. ¿Puedes recargarme del aeropuerto a las 2 de la tarde? Yo quiero verte en el menor tiempo posible. (Y también mis padres están en otro viaje y no pueden ir al aeropuerto para mi.) Yo puedo mostrar mi aprecio con el regalo de un café o del almuerzo cuando llego a las 2. Y también puedo compartir todos de mis cuentos del viaje. No quiero revelar demasiada información pero voy a decir que mi experiencia en una discoteca en Madrid fue muy muy interesante. Me avisas si puedes ir al aeropuerto el viernes.
Y mientras estoy escribiendo, ¡quiero oír sobre la boda de su hermana! Estoy muy feliz por ella y me siento triste que no podía venir a las celebraciones. Como sabes, ella es como una hermana para mí también y me encantan las fotos de la boda que puedo ver en Instagram. Entonces, me llamas temprano para responder porque quiero oír tu voz y hablar de una forma más casual. Te amo y estoy muy emocionada de verte el fin de semana. ¡Mwah! Y muchas gracias si puedes ayudarme este vienres y por ser una amiga magnífica.
 
Ciao,
[nombre]"
part14_writing1_formal_madrid,Participant_14,Madrid_2023,advanced,dorm,4th,International Relations and Spanish double major,22,Female,Native Speaker; moved to US at age 16,Yes,advanced,1,formal,"Re: Vacaciones en Morocco
Buenos días profesora,
Espero que esté disfrutando de sus vacaciones de semana santa en España. Le escribo este e-mail porque he decidido viajar a Morocco durante una de las vacaciones durante mi estancia en España. Me he acordado que durante las introducciones usted mencionó en nuestra clase que ya ha vivido ahí. Tengo muchas ganas de conocer los famosos lugares, comer la comida tradicional de la región y conocer algunos de las personas locales. Le quería preguntar si tiene algunas sugerencias de lugares dónde quedarse, lugares dónde comer, y lugares a donde visitar que no sean los típicos que todos los turistas van? También quisiera saber si hay algunas medidas que tomar para estar segura en Morocco. Voy a estar allí aproximadamente una semana y quiero aprovechar todo el tiempo que pueda ya que es una experiencia que muy pocas personas pueden tener y lo quiero disfrutar al máximo. Le agradezco todo su apoyo con sus respuestas y también en nuestra clase de español avanzado. 
Tenga un buen descanso,
[nombre apellido]"
part14_writing1_informal_madrid,Participant_14,Madrid_2023,advanced,dorm,4th,International Relations and Spanish double major,22,Female,Native Speaker; moved to US at age 16,Yes,advanced,1,informal,"Re: Vacaciones en Morocco
Hola [nombre]!
Te escribo este email porque no se que le ha pasado a mi teléfono en España que no me deja mandar textos. Necesitamos ponernos de acuerdo para organizar bien el viaje a Morocco con todas nuestras amigas de clase. Ya se que [nombre] dijo que ella planearía todo, pero la verdad me siento mal si se lo dejamos todo a ella, aparte me gustaría tener otra opinión ya que aveces cuando alguien hace las cosas solo las preferencias cambian y puede ser que no sean las mejores opciones para todos. Quiero saber qué piensas y si nos ponemos de acuerdo para planear lo de las vacaciones porque debemos de buscar los tickets de avión, lugar donde quedarnos y actividades para hacer en Morocco. Yo le acabo de enviar un email a nuestra maestra de español que vivió allí para ver si ella tiene algunas sugerencias. Espero veas este email porque normalmente usamos textos.
Gracias!!
[nombre apellido]"
part14_writing2_formal_madrid,Participant_14,Madrid_2023,advanced,dorm,4th,International Relations and Spanish double major,22,Female,Native Speaker; moved to US at age 16,Yes,advanced,2,formal,"Buenos días Ms. [apellido],
Espero se encuentre bien, me llamo [nombre apellido] y tomé su clase de La Linguistica en el Español durante el verano de 2022. Le escribo para decirle que su clase causó un impacto en la manera en la que veo el lenguaje y de agradezco todo lo que usted hizo por los estudiantes durante este periodo. También le escribo porque estoy tratando de ir a España en “study abroad” y estoy aplicando para varias becas; las cuales tienen distintos requisitos. Uno de estos requisitos es tener una carta de recomendación para la beca, y le quería preguntar si sería posible que yo tuviera una carta de recomendación suya. Le agradecería mucho este gesto. Por favor dejeme saber si esto es posible ya que la fecha de entrega es en dos meses. 
Espero que tenga un buen resto del día,
[nombre apellido]"
part14_writing2_informal_madrid,Participant_14,Madrid_2023,advanced,dorm,4th,International Relations and Spanish double major,22,Female,Native Speaker; moved to US at age 16,Yes,advanced,2,informal,"Hola [nombre]!,
Mi telefono sigue sin funcionar, entonces todo por email please. ¿Recuerdas que te dije que mi novio me iba a llevar al aeropuerto el dia que me iva a ir a Madrid? Bueno, resulta que su perro se ha puesto muy muy mal y ha tenido que irse a Oakland de urgencia porque el perro es muy viejo y lo han tenído desde que él era un bebé. Entonces, quería preguntarte si estás ocupada el Lunes a las 5 pm y si no estás ocupada quería saber si tu me podrías hacer el favor de llevarme al aeropuerto? Me estoy quedando sin personas a las que preguntar, espero que si puedas. Si no, igual no te preocupes también puedo tomar un Uber pero igual preferiría no hacerlo. Porfa dejame saber lo antes posible.
Gracias amiga!
[nombre]"
part14_writing3_formal_madrid,Participant_14,Madrid_2023,advanced,dorm,4th,International Relations and Spanish double major,22,Female,Native Speaker; moved to US at age 16,Yes,advanced,3,formal,"Buenas tardes Mr. [apellido],
 
Espero esté disfrutando de su fin de semana,
 
Mi nombre es [nombre apellido], y fuí su estudiante de la clase ""Introducción a la cultura Latino-Americana"" que usted enseñó el año pasado durante el trimestre de primavera. Le escribo este email porque le quería decir que disfruté mucho su clase y aprecio toda la ayuda que me proporcionó para poder tener una buena nota en su clase. Durante su clase, me interesé mucho en todas las experiencias que usted nos proporcionó a todos sobre la gente inmigrante, especialmente los videos que miramos de “Humanizando la deportación.” Después de que la clase terminara empecé a buscar por oportunidades para ir a estudiar afuera de los Estados Unidos, y estoy emocionada de poder decirle que he aplicado para entrar en el programa de “Lengua y Cultura en España” durante la Primavera del siguiente año. También estoy en el proceso de aplicar a varias becas y algunas de ellas requieren una carta de recomendación de parte de un profesor de UC Davis. Me preguntaba si usted podría escribir una carta como esta, esto significaría muchisimo para mi y estaría muy agradecida con usted.
 
Por favor dejeme saber si esto es posible,
 
Con gratitud,
 
[nombre apellido]."
part14_writing3_informal_madrid,Participant_14,Madrid_2023,advanced,dorm,4th,International Relations and Spanish double major,22,Female,Native Speaker; moved to US at age 16,Yes,advanced,3,informal,"Hola [nombre],
 
Espero te encuentres bien,
 
Te escribo este email porque no tengo tu número de telefono y he visto que tomas la clase de español [curso] con la profesora [apellido]. La semana pasada no pude atender a dos clases, las del Lunes y el Miercoles debido a que me enfermé muy feo del estomago y estuve en cama. Yo se que el examen se está acercando muy pronto y quería preguntarte si me podrías pasar las notas de estos dos días y decirme si tenemos algo mas que hacer para la clase a parte de la tarea asignada cada semana y el ensayo que se tiene que entregar al asistente de la profesora a mas tardar el fin de semana si es que recuerdo bien y no ha habido ningun cambio. También te quería preguntar si hay algun grupo de estudio ya creado y si no tal ves podemos empezar uno, ya sea por discord, o imessage. También podemos crear un documento en google docs si es necesario para estudiar para el final. 
 
Te agradezco tu apoyo,
 
[nombre apellido]."
part16_writing1_formal_madrid,Participant_16,Madrid_2023,advanced,host_family,2nd,Comparative Literature,19,Male,Native Speaker; moved to US at age 10,Yes,advanced low,1,formal,"Buenas tardes profesora,


Espero que la semana le esté tratando bien. Le escribo porque tenía algunas dudas sobre la firme de viaje que nos piden llenar. ¿Acaso se debe llenar si uno no está viajando fuere del país? Por ejemplo, si mañana yo me voy a una de las ciudades cerca de Madrid, ¿tendría que llenar una? O a caso la cosa cambia dependiendo de la cercanía a Madrid. ¿Hay diferencia de papeleo entre ir al Escorial al contrario de Barcelona?


Otra duda que tenía al respecto es que si debemos llenar esta forma si voy a uno de los viajes organizados por [el programa] como el viaje a Salamanca de la semana próxima. Si el viaje es de parte del programa, ¿aun soy responsable por llenar la forma de viajes?


Por último, quería preguntar si es necesario llenar la forma si voy a viajar a dos ciudades muy cercanas en el mismo país. Qué tal que fuera yo a Milán, Italia y ya ahí me dieran ganas de ir a un pueblo muy cercano, como a media hora de camino. Entonces, ¿se necesitaría agregar el destino extra a la forma o por la proximidad está bien solo registrar que voy a Milán?

Muchas gracias por adelantado y perdone por tanta duda.


Atentamente,
[nombre apellido]"
part16_writing1_informal_madrid,Participant_16,Madrid_2023,advanced,host_family,2nd,Comparative Literature,19,Male,Native Speaker; moved to US at age 10,Yes,advanced low,1,informal,"¡Hola colega!


Ojalá y te encuentres bien. Te escribo para preguntar sobre el viaje a Marruecos que planeamos al otro día. Estoy a punto de comprar mi boleto de avión pero tengo una duda. Hay dos opciones, una más barata pero que sólo incluye una mochila de equipaje y la más cara que incluye la mochila, otra bolsa y una maleta. Quería que me aconsejaras en cual de las dos tomar.


Aunque la de menos equipaje sea más barata y sueñe mejor, en verdad no se cuantas cosas me valla a llevar. No se ni cuánta ropa equipar ni si necesitaré algo además de lo básico. ¿Tu que opinas? Si crees que vamos a necesitar poquita ropa, entonces dímelo para comprarme el boleto barato y ahorrarme unos cuantos euros.


Además, quería preguntarte sobre la situación del taxi. ¿Será mejor pedirle un taxi a la agencia o probar nuestra suerte al aterrizaje? Ya vez que la agencia nos quiere cobrar un precio medio alto y de esto me nace la duda. Por un lado, nos asegura el viaje y no tendremos que preocuparnos de nada al aterrizar, pero no estoy seguro de que esta garantía valga lo que nos quieren cobrar. ¿Qué tal si fuera del aeropuerto hay taxistas que cobren más barato? Te pido tu opinión.


Atentamente,
[nombre apellido]"
part16_writing2_formal_madrid,Participant_16,Madrid_2023,advanced,host_family,2nd,Comparative Literature,19,Male,Native Speaker; moved to US at age 10,Yes,advanced low,2,formal,"Buenas tardes profesor,


Espero que haya tenido un buen fin de semana, ¿como le fue con el frío? Ya vio que bajó mucho la temperatura. Solamente le escribía para pedirle un gran favor.
Ya sabe usted que yo nunca le he pedido nada, que siempre participo en clase y nunca he entregado una tarea tarde. Yo me esfuerzo mucho en su clase, pero esta vez tengo un grave problema.
Verá, este fin de semana falleció mi abuelita. Esto es algo muy duro para mi, espero y usted lo entienda. Estas noticias han exasperado a toda la familia y los últimos cuantos días han sido muy caóticos.
El plan para el funeral es que sea este próximo fin de semana, por eso quiero acudir a usted por ayuda. Entiendo que el examen final será este lunes que sigue y se que usted es muy estricto con sus fechas. Pero por favor, le pido que me de una extensión para el examen. 
Con la tragedia yo no me siento capaz de continuar a enfocarme completamente en el estudio. Esto es algo que me ha dolido mucho. Además, hay muchas cosas que hacer durante estos días y se me hace imposible poder estudiar.
El fin de semana, que es cuando esperaba echarle las más ganas al estudio, ahora es la fecha del entierro. No veo ninguna manera en la que yo logré forzarme a estudiar. 
Por esto, le pido una semana más para que yo tome el examen. Por favor.


Atentamente,
[nombre apellido]"
part16_writing2_informal_madrid,Participant_16,Madrid_2023,advanced,host_family,2nd,Comparative Literature,19,Male,Native Speaker; moved to US at age 10,Yes,advanced low,2,informal,"Buenas tardes compa!


Ya hace tiempo que no nos vemos, deberías pasar por mi casa alguna tarde para platicar. ¿Cómo está tu familia? ¿Todos bien? Espero que sí. Les mandas mis saludos a todos.
Fíjate pues que te quería pedir un gran favor. Aunque me de mucha pena, esto es algo que te necesito pedir, porque yo se que tú eres el único en el que yo puedo confiar. Y como no vas a serlo tu, si nos conocemos desde hace ya muchos años.
Éramos apenas chamacos, ¿te acuerdas? cuando nos conocimos en la escuela. Pasamos muchos días, tardes y noches juntos. Contigo yo he hecho lil recuerdos. Y tu sabes que que siempre nos hemos cuidado de uno a otro.
Nunca nos hemos dado la espalda, para nosotros el apoyo y la lealtad es todo. Recuerda que fui yo el que te regaló aquella mesa del comedor cuando tu comías en el piso y que siempre te daba estadía en mi cantón cuando tú la necesitabas. Y fuiste tú el que me alimento en aquellos tristes días de invierno en los cuales yo me andaba muriendo de hambre.
Después de tanto tiempo y tantas experiencias yo te considero mi más gran amigo, por eso he venido hacia ti en este tiempo de necesidad. Te lo juro por mi vida que no tengo a nadie más, que tu eres mi única esperanza. Por lo que mas quieras, escucha mi plegaria; no seas sordo ante mi llanto.
Te lo pido por favor, préstame unos 20 dólares.


Atentamente,
[nombre apellido]"
part16_writing3_formal_madrid,Participant_16,Madrid_2023,advanced,host_family,2nd,Comparative Literature,19,Male,Native Speaker; moved to US at age 10,Yes,advanced low,3,formal,"Buenas tardes profesora,


Espero que esta semana le haya ido bien. Solo le escribía para hacerle una pregunta sobre nuestro escrito final. ¿Cómo es que hago la conclusión? Esto lo pregunto porque en realidad no tengo idea de cómo escribirla.
Nunca estoy seguro de cómo acabar los escritos y de que manera hacerlo, por eso busco su ayuda. ¿Acaso debo de resumir todo en ese último párrafo? Pensé en hacer esto al principio, pero se me hace un poco redundante. El escrito no es largo, ¿para que resumir si uno simplemente lo puede volver a leer?


¿O es que debería añadirle a mi argumento una última vez? De esta forma no resumo nada, ¿pero como se diferencia de los otros párrafos que forman el cuerpo del trabajo? Además, no parecería que fuera el cierre de mi escrito, sino una simple extensión.
Entonces, ¿qué hago? También se me ocurrió tratar de expandir mis ideas en una forma que le hagan al lector pensar críticamente sobre el tema que estoy tratando. Tal vez este sea un cierre propio.
De todos modos, espero u usted pueda ayudarme. Espero su respuesta con ansia, ya que esto es algo que me concierne mucho. Gracias por adelantado.


Saludos,
[nombre apellido]"
part16_writing3_informal_madrid,Participant_16,Madrid_2023,advanced,host_family,2nd,Comparative Literature,19,Male,Native Speaker; moved to US at age 10,Yes,advanced low,3,informal,"Hola amigo,


¿Cómo andamos? ¿Cómo te esta tratando este frío? Fíjate que a mi me esta poniendo como camote, ya me desacostumbré. Duré mucho en el calor y en lo seco que aquí me está yendo mal, el aire fresco me afecta mucho.
Pero bueno, te ando contactando porque te quería pedir un favor. Si conoces de algún lugar que esté rentando cuartos por favor avísame que estoy en necesidad. La situación se está poniendo difícil por acá y ya no tengo donde vivir para el siguiente año escolar. Dado a esto, estoy buscando donde acomodarme.
No quiero la gran cosa la verdad, solo quiero encontrar donde vivir. Yo ya he preguntado por aquí y por allá pero entre más opciones tenga mejor. Hay unos lugares que están muy caros, ¿tú crees? 800 al mes por un cuarto. Yo no la hago viviendo así, esta muy caro.
Como yo se que tú conoces a muchas personas te pido tu ayuda. Si le haces el favor, pregunta a ver qué encuentras. Ya sabes que yo encajo con la gente muy fácilmente, con lo que sea me acomodo. Bueno, espero tu respuesta y ojalá nos veamos pronto, que ya hace tiempo no nos juntamos.


Saludos,
[nombre apellido]"
part17_writing1_formal_madrid,Participant_17,Madrid_2023,beginner,host_family,1st,African American Studies,19,Female,0.2,Other: infrequently,beginner,1,formal,"[nombre],
Hola! Yo soy [nombre]. Tango dos preguntas para la tarea anoche. Cuando complételas frases gustar,  es nessaserio  para todos pronombres. Como yo, tu, el/ella/usted, nosotros, vosotros, y ellos/ellas/ustedes. Para mi otra pregunta es para la a
“a”. Es a nesiserio el todo? Tengo un buena día. Gracias. 
[nombre]"
part17_writing1_informal_madrid,Participant_17,Madrid_2023,beginner,host_family,1st,African American Studies,19,Female,0.2,Other: infrequently,beginner,1,informal,"Hola chica,
Cómo está? Que es para terea? Solamente los freses con gustar? Yo quiero no más porque tengo much sueño. Tú creates frases con todo pronombre o solamente uno. Yo cero frase solamente con yo, pero con todos gustar (como me gusto o no me gusto).  Gracias. Tiene un bueno día. Adiós,
[nombre]"
part17_writing2_formal_madrid,Participant_17,Madrid_2023,beginner,host_family,1st,African American Studies,19,Female,0.2,Other: infrequently,beginner,2,formal,"Hola Professor,
Como esta? Te estoy por que tengo una pregunta de el examen. Quiero ayunar con los marks de la examine la semana pasado. Yo tengo un 89%. Es posible para uno más punto? Yo estudio mucho, perro la noche después tuve una noche difícil, y yo quio ayuda. Gracias para usted tiempo,
[nombre]"
part17_writing2_informal_madrid,Participant_17,Madrid_2023,beginner,host_family,1st,African American Studies,19,Female,0.2,Other: infrequently,beginner,2,informal,"Hola,
necesito ayudar. No tiene dinero hoy para un coche, perro tengo un examen hoy en 30 minutos. Por favor Vemo 20 o 30 dollars? Por favor 🥺 necesito un Uber. Yo paga para tu comida después. Por favor.
sinceramente,
[nombre] 
PS se donde vives"
