,id,prompt,quarter,course,age,gender,l1 language,other l1 language(s),language(s) used at home,language(s) studied,listening comprehension,reading comprehension,speaking ability,writing ability,study abroad,essay,a personal annotator1,a personal annotator2,gender-number annotator1,gender-number annotator2,corrected
57,177962,yourself,W20,SPA 21,21,Female,English,,,French for three years,2,2,1,2,No,"Yo soy de *STATE* y me encanta este estado. Me encantan las playas y las ciudades. Me encantan las montañas en *CITY* tambíen. *CITY* *CITY* es mi lugar favorita porque es muy hermoso y es un lugar divertido a visitar todo el año. Yo soy alta y yo tengo pelo que es marrón y largo. Yo soy muy simpática, amable, y generosa. Mi comida favorita es los gofres. Yo estudio neurobiología, fisilogía, y comportamiento. Es muy difícil, pero me encantan las clases. Tengo dos hermanas y uno hermano. Mis hermanas son mis amigas mejores y nosotros hablamos todos los días. Soy el tercero hermana. Mis hermanas nombres son *FIRST_NAME* y *FIRST_NAME*, y mi hermano es *FIRST_NAME*. Mi hermano tiene el nombre de mi padre. Mis padres nombres son *FIRST_NAME* y *FIRST_NAME*. Yo tengo dos perros. Se llaman *FIRST_NAME* *FIRST_NAME* y *FIRST_NAME*. *FIRST_NAME* *FIRST_NAME* es un shih tzu y *FIRST_NAME* es un chihuahua. Ellos son muy pequeños. Tengo un gato también y se llama *FIRST_NAME*. Él es malvado y no le gustan los gatos otros. Me encantan los gatos más que los perros en general porque son muy interesante. El verano pasado, yo trabajé en Sudáfrica en una hospital. Me encanta Sudáfrica porque es muy hermosa y la gente son muy feliz y amable. Yo trabajé en la hospital durante la semana y viajé durante el fin de semana. Yo aprendí mucho en la hospital y me encanta la gente que yo trabajé con. Yo necesito a visitar Sudáfrica de nuevo.
",,,,,
58,226891,yourself,W20,SPA 3,19,Female,English,,Cantonese,,2,3,1,3,No,"Soy una chica *PLACE*. Nací en Estados Unidos. Tengo *AGE* años. Vivo en *STATE* para siete años. Tengo pelo negro y largo.  Tengo los ojos morenos. Soy alta. Soy una persona sensible y tranquila. No me gustan lugares que no son tranquilos. Prefiero ir a mi casa porque es muy cómoda. Puedo hablar dos lenguas, inglés y cantonés. Puedo aprender algunas frases en español pero cuando escucho en español, es muy difícil para a mí. Soy más a mejor leyendo que escuchando. Me gusta música americana y coreana. Mi color favorito es azul. Siempre llevo un conjunto con azul. Mi comida favorita es sushi.  Nunca me siento cansada cuando como sushi especialmente si tiene salmón y aguacate. Generalmente, me gusta comida de japonesa. Me encantan leer y escribir. Siempre busco tiempo  para escribir una historia corta. Cuando fue una niña, escribía historias cortas durante mi tiempo libre. También, me gustan hornear pasteles. Durante ocasiones especiales, siempre horneo un pastel para mi familia. Ahora mismo, soy una estudiante de primer año en Universidad de *UNIVERSITY*, *UNIVERSITY*. Estudio economía con un menor en contabilidad.  Un día, quiero trabajar en una compañia. Quizás voy a ser una asesora financiera porque tengo mucho interés en finanzas. Desde soy una estudiante, no tengo mucho tiempo. Si tuve tiempo, voy a practicar deportes. Soy una persona deportiva. Me gusta practicar bádminton. Antes de empezar universidad, practicaba bádminton para dos veces cada semana. También, me gusta viajar. Visité dos países en mi vida como Canadá y China. Me gusta aprender culturas nuevas. 
",,,,,
59,198472,yourself,W20,SPA 2,19,Female,English,,,Spanish from 8th grade to sophomore year. ,4,3,3,3,No,"Me llamo *FIRST_NAME*. Soy una estudiante en mi segundo año en *UNIVERSITY* *UNIVERSITY*. Soy bajita con cabello castaño y los ojos marrones. Soy atlética y aventurera y me encanta probabas cosas nuevas. Soy una estudiante de psicólogia. Yo tengo un hermano se llama *FIRST_NAME*. Me gusta estudiar en mi apartamento porque la biblioteca puede hacer mucho ruido. En mi tiempo libre me gusta pasar tiempo con mis amigos o ir al gimnasio. Me gusta viajar y probar comida nueva. Me gust estudiar español porque mi abuela es de *CITY*. El lado de mi madre de la familia es fluido en español y espero que algún día pueda hablar fluidez también. No me gusta usar maquillaje, pero me gusta vestir bien si voy a una buena cena. Me encanta jugar con los perros porque me encanta los animales. Yo tengo un perro se llama *FIRST_NAME*. Tengo muchos amigos de la escuela secundario pero mi mejor amiga se llama *FIRST_NAME*. Voy a visitar *FIRST_NAME* en marzo para mi vacacione de primavera. Mi comida favorita es el pollo con los vegetales y como todas las noches para la cena. Me gusta ver programas en Netflix. Estamos ver ""Alta Mar"" en clase y me gusta mucho. Quiero ver tantos programas en español como sea posible para ayudarme a comprender mejor las presentaciones orales. Voy a ir a Mexico en junio y quiero poder hablar español a algunos locales. Estoy emocionado de poder probar la comida y aprender mucho sobre la cultura y los tradiciones.
",,,,,
60,196279,yourself,W20,SPA 2,19,Female,English,,no,none,3,3,3,3,No,"Hola mi llamo es *FIRST_NAME* y soy estudiente de Universidad de *UNIVERSITY*. Mi especializacion es ingereria de ambiental y es mi segundo ano en *CITY*. Tengo *AGE* *AGE* anos y mi cumpleanos es *BIRTH_DATE* y *BIRTH_DATE* de *BIRTH_DATE*. Soy alta y flaca y tengo muchas pecas. Tengo pelo de marron/ rojo, mis ojos son verde y marron y un mas grande mochila. Tengo dos hermanos, un meyor y un menor. Mi hermano menor es muy alto y tiene pello de rubio y pecas, el tiene *AGE* anos . Sus ojos son azul y verde y un pequeno bigote. Mi hermano meyor es muy alto tambien, tiene *AGE* anos y ojos son azul. Tengo un perro, sus llamo es *FIRST_NAME*, el es mi bebe y el gusta juega con sus pelota. Mi mama tiene *AGE* y *AGE* anos y ella es alta y bonita. Tiene pelo  y ojos de marron y no tiene pecas, ella es muy carinosa y intelligente, ella es mi ultimo mejor amiga. Mi padre es muy chistoso y stricto pero es porque se preocupa para mi y mi familia. El tiene *AGE* y *AGE* anos y un poco calvo pero tiene pelo de marron y ojos son azul. Yo soy atletica y jugamos futbol para todo mi vida. Soy portera, es mi favorita posicion y mi favorita deporte. Mi gusta correr tambien y ciclismo en el *PLACE* con mis amigos. Tengo tres amigos mejors, ellos son muy simpaticos , fiables, chistosos, y intelligentes. Yo quiro apprender mas espanol porque es muy importante para comunicarse con otros. 
",,,,,
61,230026,yourself,W20,SPA 3,18,Female,English,,No,,3,4,2,3,No,"Hola, me llamo *FIRST_NAME*. Tengo *AGE* años y soy de *CITY*, *STATE*. Mi cumpleaños es el *BIRTH_DATE* de *BIRTH_DATE*. Soy alta y morena y tengo el pelo moreno y rizado. Tengo una hermana se llama *FIRST_NAME* y tengo mi mamá y papá *BIRTH_DATE* y *FIRST_NAME*. Tengo un perro también, ella se llama *FIRST_NAME*. Asisto a la universidad de *UNIVERSITY* *UNIVERSITY*. Yo estoy muy lejos de mi casa pero he conocido muchas personas que me gustan. Decidí asistir a *UNIVERSITY* porque cuando era niña me gustaba los animales y pensaba querer ser un veterinario pero ahora quiero trabajar con los humanos. Me encanta viajar a Disney World la mayoría del tiempo. El año pasada mi familia y yo fuimos tres veces diferentes. Quiero viajar a otros lugares pero mi familia viajar a Disney en mayor parte. No tengo una especialización ahora pero quiero estudiar Viticulture o Food Science Technology. Cuando paso tiempo solo me gusta mirar las películas y escuchar a la música. Mis películas favoritas son Clueless, Belle, y las películas de Hallmark. Recientemente mi amigo Lucas me ha forzado mirar las películas de horror no me gusta mucho pero él le encanta.  Mis cantantes favoritos son Brendon Urie, Sam Smith, y Greyson Chance. Escucho a música cuando no estoy bien o mientras haga mi tarea. Mi comida favorita es la pasta con queso y el pollo y el brócoli al vapor. Hago esta comida mucho pero me gusta hacer la ensalad de la col rizada con los nueces y los arándanos.
",,,,,
62,149378,yourself,W20,SPA 21,21,Female,English,,A bit of Spanish (somewhat Spanglish),,2,2,3,2,No," Yo naci en *CITY* *CITY* y yo iba la secundaria escuela de *PLACE* *PLACE*. Mi familia son *PLACE* y *PLACE*. Tambien, nosotros viviamos en la ciudad de *CITY* *CITY*. Yo fue *CITY* en 2016 y ir a *CITY* en 2017 de agosto.

Yo estudio la ciencia de las animales. Yo quiero trabajar con los animales. Ahora yo trabajo con perros y gatos por sus medicinas en *CITY*. Soy un voluntidad de *PLACE*. Estoy preocupada todos los dias porque tengo tarea de mis clases, trabajo, y para voluntidad.

Pero, cuando yo tengo tiempo gratiz, me gusta practicar el ""gymnastics."" Empiezque gymnastics en tres anos pasados. Me siento feliz cuando practico esto deporte. Soy un atletica de esta tema. Nosotros practicamos con los otras clubos de gymnastics en la estados unidos. Ayer, nosotros practicamos con 1500 personas en el edificio grande.  Cuando yo era una nina, yo ir a beisbol en un clubo. Tambien, por a veces anos yo practicaba basquetbol en un clubo. Mi favorito desporte es gymnastics ahora.

Me gusta hablar con mis amigos y hago arte. Por ejemplo, ayer yo hago un sueter. Tambien, me gusta discutar.  Yo hago muchas cosas para mis amigos. Estas cosas es regalos para navidad o cumpleanos. Yo da mi abuela, un sombrero de rosa.

Finalmente, ahora soy es un estudiante de el cuatro ano en *UNIVERSITY* *UNIVERSITY*. Despues, de la universidad yo quiero trabajar en los clinicos en *STATE*. Yo quiero trabajar con mas animales, por ejemplo los tigres. Soy una persona atletica, creativa, y simpatica. 

 

 
",,,,,
63,230322,yourself,W20,SPA 24,18,Male,English,,,,3,4,3,4,No,"Tengo *AGE* años y soy de *STATE*, un pueblo pequeño más o menos quince millas de *CITY*. Mis animales favoritos son osos, erizos, colibríes. Tengo un perro y un gasto, se llaman ""*FIRST_NAME*"" y ""*FIRST_NAME*"". Me gusta mucho música. Toco guitarra y piano y trombón. Mis bandas favoritas son Radiohead, Pink Floyd, Muse, Nirvana y Glass Animals. También me gusta mucho Eminem, pero él no es una banda. Yo corría atletismo en escuela secundaria. Corría la milla y la dos millas yo gané la mayoría de mis carreras. Yo he sido vegetariano desde el año dos mil dieciséis, es para los animales, no mi sano. No sé exactamente lo que quiero hacer con mi futuro, pero pienso que quiero ayudar gente, pero no como un doctor, pero es posible que querría ser un abogado de inmigración. Querría un abogado de inmigración porque aunque no soy Mexicano o Latino, yo crecí con muchos Mexicanos y la mayoría de mis amigos son de México y gustaría ayudar gente como ellos en el futuro. Como yo dije, no soy mexicano, pero tuve cuatro ańos de español en escuela secundaria. el problema es que no presté mucho atención en las clases, es porque el primer ańo pasó y no presté atención bastante, y desde entonces yo pensé que fue bastante tarde para aprender. Así que, después de tres y media años yo decidí aprender español por mi cuenta. Durante el verano después de mi último año estudié mucha palabras y aprendí como los tiempos en español funcionan. En parte este fue porque estaba saliendo con una mujer quien tiene una familia que sola habla español, pero todavía quiero aprender, yo sé que no es mejor razón pero aquí estoy. Creo que tomaré más clases de español, o por lo menos más clases donde yo puedo usar español y convertirme más fluido. 
",,,,,
64,196504,yourself,W20,SPA 23,21,Female,Other,Korean,Korean,"English, 15 years",,,,,,"Hola. Me llamo *FIRST_NAME* *LAST_NAME*. Soy estudiante de la Universidad de *UNIVERSITY* - *UNIVERSITY*. Estudio la ciencia animal y mi plan es ser veterinario en el futuro. Soy de *PLACE* *PLACE* *PLACE* y vivo con mi madre en *CITY*, *STATE*. Mi padre está trabajando en *PLACE* y visito *PLACE* frecuentemente por eso puedo pasar tiempo con mi padre en las vacaciones. Tengo un hermano quien está viviendo en *CITY* de *STATE* y trabajando en la ciudad. Tiene *AGE* años y es un poco único en el sentido de su personalidad. Tengo dos perros, una en *CITY* y otro en *CITY* con mi padre. También, tengo un novio quien tiene *AGE* años como mi hermano y ahora está en *PLACE* *PLACE* *PLACE* para server en militario. Voy a visitar él en el verano en *PLACE*. Me gusta hacer ejercicio todos los días para un o dos horas. Quiero unos amigos quienes puedo hacer ejercicio con ellos. No tengo muchos amigos pero lo me gusta porque no tengo mucho tiempo o energía para ellos. Estoy ocupada para estudiar, hacer ejercicio, y trabajar. Voy a empezar mi trabajo el miércoles viene en *PLACE* *PLACE* de mi universidad. Es importante para mi hacer experiencias diferentes de animales porque los universidades para ser veterinario quieren los estudiantes con esos experiencias. Trabajará con monkeys y aprendería cómo trabajo con los animales mientras training. Es verdad que tengo un poco miedo pero yo sé que lo puedo bien. Nunca había ser con monkeys pero sería una experiencia única para mí. 
",,,,,
65,228358,yourself,W20,SPA 3,18,Female,English,None,No,I began learning Spanish in middle school. ,3,3,2,3,No,"Yo soy una mujer de *STATE*. Soy de *CITY*, un ciudad pequeño y un buen país para vivir. Yo tengo *AGE* años. Viviendo en *CITY* es muy diferente pero me gusta este ciudad. Voy al universidad siempre fue un sueño para mi y yo estoy emocionada para la aventura. Yo estudiando inglés. Los razones que yo estudio inglés son porque a mi me encanta leer los libros. También, el análisis de literario era uno de mis partes favoritas de escuela. En mi futuro, yo quiero ser una maestra de ingles. Yo no soy alta o baja, soy media en altura. Tengo pelo y ojos castaños como mi papa. Me gusta leer libros, hablar mucho, pasar tiempo con mis amigos, y viajar adonde yo puedo. Yo intento ser una persona simpática y positiva para las personas cerca de mi. Yo me preocupo por las personas en mi vida como mis padres y mis amigos. Yo no tengo hermanos por lo que yo tengo un relación íntima con mis padres. Viviendo en *CITY* y sin mis padres son diferente pero me gusta la independencia. Pienso que *CITY* en un país muy simpático y el centro es adorable. Yo soy organizada y me encanta mi agenda y escribo listas todos los días. También, yo tengo un codificado por colores en mi agenda. Me gusta hay muchas actividades en mis días. Yo mismo veo a una persona muy trabajador y un líder. Estudiando es un actividad muy importante porque yo quiero exitosa en mi vida. 
",,,,,
66,241907,yourself,W20,SPA 2,21,Female,Mandarin,,A little bit Taiwanese,English for 15 years.,2,3,2,3,No,"Hola, soy *PLACE* y soy estudiante internacional. Tengo *AGE* y *AGE* años. Hablo tres lenguas, chino, inglés y un poco de español. Estudio económica porque quiero entender los eventos que ocurrió  en todo el mundo. Quiero trabajar en una empresa internacional porque me encanta conocer la gente diferente y puedo hablar tres lenguas que es una ventaja por mí. Soy bajita y tengo pelo liso y negro. Además, tengo los ojos pequeños que me parezco a mi padre. Soy optimista por eso siempre estoy alegre y cuando encuentro una problema difícil, no la dejo, pienso la solución para la problema.  Me gusta hacer los deportes, por ejemplo, baloncesto, natación y voleibol, porque es salud y puedo ponerme en forma.  La natación es mi favorita porque cuando nado en piscina, puedo hacer deporte sin sudar y jugar con mis amigos después la practica. Tengo una familia pequeña, solo tres persona en mi familia, mi padre, mi madre y yo, no tengo hermanos. Mi padre es un poco gordo y bajo. Es amable y siempre sonríe. Mi madre es alta y delgada. Es simpática y inteligente. Tuvo primer premio cuando se graduó de la universidad.  Voy a estado unidos para practicar inglés y español porque hay mucha gente hablan español aquí. Aunque *CITY* es una ciudad pequeña, me gusta mucho porque no había demasiado ruido y basura en la calle.  Hago mucho amigos aquí, además, ellos son de países diferente y hablan lenguas diferentes, por eso, podemos practicar inglés juntos. ¡Qué suerte!
",,,,,
67,206916,yourself,W20,SPA 1,25,Female,Other,Vietnamese,Vietnamese,I  have been studying English for 19 years.,1,1,1,1,No,"¡Hola!. Mi nombre es *FIRST_NAME*. Soy de *PLACE*. He vivido en *CITY* para 7 años con mi familia. Soy un senior como UNIVERSITY* *UNIVERSITY*. Me graduaré en el otoño de 2020. Me estoy especializando en biología. Me gusta estudiar biología porque aprendo mucho sobre el cuerpo humano. El cuerpo humano es realmente inteligente porque se puede curar solo cuando se lesiona. Aprendo y entiendo más sobre los mecanismos que funcionan en el cuerpo que me ayudan a encontrar curas para enfermedades no tratadas. Además, yo trabajador y activa. Me levanto temprano a las 5 am cada mañana y corro 3 millas todos los días en *PLACE*. Creo que es importante mantener mi fuerza física para tener suficiente energía para estudiar durante todo el día. Quiero unirme a la carrera de maratón este año en Los Ángeles. Soy estusiosa, así que estoy emocionada de aprender español. Ahora tengo sueño y estoy cansada porque me levanto temprano.
",,,,,
68,183406,yourself,W20,SPA 21,Yo tengo viente años.,Female,English,,Tagalog and English,"I didn't study Tagalog, but I spoke it fluently up until I was 12.",3,4,1,3,No,"Hola, yo tengo *AGE* años. Soy estudiente de Linguisticas. Yo completo tres años en la universidad. Me gusta la lengua Español. Yo quiero hablar con otros personas en Español muy facil. A hora, yo concozco la lengua, pero yo quiero más. Es dificil para mí para hablar. Para escribir y leer, estoy comfortable. Soy una linguistica. Necesito aprender la lengua en todo. Yo aprendo mucho, pero hablar. Muchas personas afuera de la salón no es bueno. Yo empezo una conversación en Español, pero el otro persona no es amable. Yo no tengo confidencía. Muchas personas se reian con migo cuando yo hablar. En la verano, yo trabajo con una Agencía de Trabajar. Yo vivo en *CITY*, el Centro de la *PLACE*. Muchas personas que hablan Español viven con mí ciudad. Y siempre, muchas personas entregan con la agencía solemente hablarlo. Todos los momentos, yo no recuerdo Español! Es no divertido. Yo tuvo las clases y no tuvo un idea para hablar en el momento. Es muy interestate. Yo estoy nerviosa en los momentos.  En este año, yo estoy en SPA 21. Mí profesor es bueno porqué no tengo más miedo ahora. El ultimo prueba es cuando yo visito a mí trabajo. 

Cuando voy a mí ciudad, yo vivo con mí pápa y mí perro. Cuando yo visito mí máma, yo estoy en *CITY*. Mis padres no tiene una relación bién. Es dificil para visitar porqué necesita balancía mií tiempo con los dos. Pero, mí hermana y yo son cercas. Yo quiero visitar mí hermana porqué no tiene celoso. Es simpatico y nuestro relación es muy bién. Ella viva en *CITY*. No esta más lejos de *CITY*.  
",,,,,
69,150085,yourself,W20,SPA 3,22,Female,English,,,,3,4,2,3,No,"Tengo ojos verde y pelo rojo. Mi pelo era muy largo y rizado, pero ahora mi pelo es corto. Estoy muy organizado en el trabajo, pero estoy desorganizado en mi vida personal. Trato de hacerme organizado a menudo. Soy aventurera y me encanta la naturaleza. El aire libre me hace sentir feliz y libre. Estudio biología de plantas y tengo mucho curiosidad sobre la medio ambiente y ecología. No estoy en forma ahora, pero normalmente hago ejercicio mucho durante la semana y hacer senderismo en los fines de semana. Normalmente llevo ropa básica, como jeans, una camisa o suéter y zapatos de tenis o botas. A veces, llevo gafas. No estoy bueno en el baile, pero no se prevenirlo. Me encanta ir a bailar con mis amigas. Cuando voy a bailar, prefiero llevar una falda o jeans con una camisa linda y tacones alto. Tengo muchos piercings en las orejas y normalmente llevo pendientes pequeño. A veces, llevo pendientes grande en los piercings abajo. Mis amigas dicen que algo mucho ruido y que no se controlar me cuerpo, pero que es bien divertido. Me gusta distraerme tengo hacer tarea casi siempre mis distracciones son mas divertidos y interesantes que la tarea, especialmente la tarea de química orgánica. No me gusta química, pero es importante aprender por mi especialidad. La mayoría de los días, como helado. Conozco no es bueno por mi salud física, pero es muy bueno por mi salud mental. Me siento más feliz cuando estoy afuera, bailando, con amigos o con la familia.",,,,,
70,201491,yourself,W20,SPA 22,19,Male,"English,Spanish",,Spanish,,3,3,3,3,No,"Hola! Tengo *AGE* años y soy *PLACE* pero mis padres son de *PLACE*. Mi papa es de el *CITY* *CITY*,*PLACE* y mi mama es de *CITY*, *PLACE*. Ellos estan apartado perro tienen una relación sano. Soy de *CITY*, *STATE* y era un atleta. Yo corrí en la escuela secundaria. Me gustaba mucho pero en mi año fínale, ya me canse de correr. Complete el deportivo pero ya no quiso correr in la universidad. Mi gusta jugar al futbol y boxeo. Esos deportes me cansan mucho por eso mi gustan. Mis padres no tenían la oportunidad para atender la universidad por eso yo quise estudiar después de la escuela secundaria. Yo gane muchas becas para pagar por mi escuela porque tienia calificaciones buenos y mis padres no tenían dinero para pagarlo. Por eso mi gusta estudiar mucho y cuando gradué, voy a ganar más dinero de mis padres para ayudarles en sus vida. Ahora mismo estoy con especialización en relaciones internacional y tengo un trabajo para ayudarme pagar por mi renta. Tengo que estudiar la idioma de español para que entenderlo más y cuando voy visitar mi familia en el *CITY* *PLACE*, puedo platicar con ellos muy buen. Aparte de español, estudie el idioma de árabe y ruso. Esos idiomas estuvieran más difícil para hablar y leer pero mi gustaba mucho. En este verano que paso, fui para rusia y estaba muy bello. Mi gustaba la cultura y la comida. Eso idioma es similar de español. Soy optimista para mi futuro y tengo ganas para tener éxito. 
",,,,,
71,153012,yourself,W20,SPA 3,21,Male,English,none,Vietnamese,Spanish for 3 years in high school,4,3,2,4,No,"Me llamo es *FIRST_NAME* *LAST_NAME*. Mi familia es de *PLACE*, pero yo soy de *CITY* *CITY*, *STATE*. So alto y fuerte. En mi opinion, estoy un poco gordito. En las semanas pasades, levantaba pesas y andaba en bicicleta mucho en el gimnasio. No puedo hacer los ejercicios de piernas porque tengo dolor de pierna cuand hacerlos. Quiero tener una cuerpo salud. 

Cuando tengo tiempo libre, me gusta practicar el tiro de arco con mis amigos. Estamos en el equipo del universidad y competimos en muchas competiciones en *STATE*. Cuando era en la escuela secundaria, practicaba el tiro de arco solo en mi casa. Cuando comenzaba, estaba muy malo, pero ahora, estoy mejor.

En la universidad, estoy estudiando quimica farmaceutico, pero quiero ser un medico. En los meses proximos, voy a aplicar a las escuelas medicas. Estoy muy nervioso porque no se que necesito hacer mas. Tambien, hay mucha competicion entre los estudiantes pre-medicos en todo el mundo. En *STATE*, hay mas competicion porque muchas personas que quieren estudiar en *STATE* y muchas estudiantes pre-medicos estan en *STATE*. La escuela medica que quiero ir se llama *PLACE* *PLACE*, porque es cerca de mi casa. Si ir a esa escuela, podria vivir con mi familia y ayudaria ellos si necessitan. 

En preparacion por la aplicacion, trabajo como un investigador en un laboratorio de metalloendocrinologia. Vamos a publicar un reporte en las semanas proximas y tambien voy a presentar en una conferencia de investigacion. Estoy muy emocionado por los eventos que va a llegar.

 
",,,,,
72,231920,yourself,W20,SPA 32,21,Female,Spanish,spanish,Spanish,I learned English once I started going to kindergarten. ,5,5,5,4,Yes,"Yo soy una muchacha actualmente estudiando en la Universidad de *UNIVERSITY* *UNIVERSITY*, especializando en psicología y espanol. Estoy en mi tercer año universitario y me acabo de transferir a *UNIVERSITY* de mi colegio comunitario en *CITY* *CITY*, *STATE*. Este es mi segundo cuatrimestre en *UNIVERSITY* y me esta encantado mi carrera universitaria aquí. En cuanto a mi personalidad, yo me describiría como una person muy carismática, alegre y inclusiva. Personalmente me encantan las personas, cada quien es única en su distinta manera y eso me llama la atención. Por Eso tengo una pasión por viajar el mundo y conocer a personas de distintos países, culturas y hábitos. Sin duda puedo decir que soy muy venturosa y no me rindo muy fácilmente cuando quiero lograr algo. Físicamente, me describo como una muchacha alta con pelo negro, largo, y un poco chino. Tengo ojos cafes, piel clara y un cuerpo con curvas gracias a mi desendencia *PLACE*. En cuanto a mis gustos,me encanta ir al gimnasio y leer libros. Acostumbro levantarme temprano y ir al gimnasio cada mañana, es la mejor parte de mi dia sin duda. Me brinda paz y relajación para empezar mi dia con el pie derecho. Me considero una persona saludable y energética. Tengo una dieta bastante limpia que consiste de muchas verduras, frutas, varias formas de proteínas. Cada mañana me tomo un licuado verde que me encanta y tambien acostumbro a tomarme una vaso de agua con limón al despertarme cada mañana. Y como olvidarme de el detalle más importante de mi, soy una fanática de los tes! Me encantan, tomo té todo el dia sin falta. Para resumir, me describo como un muchacha de *AGE* años, *PLACE* que le encantan las personas, ir al gimnasio y los tes de toda variedad. 
",,,,,
73,205098,yourself,W20,SPA 23,19,Female,Mandarin,,Mandarin,Studied English for 7-8 years and Japanese for 1 year,4,4,2,5,No,"Si necesito me describir con tres adjetivos, usaré simpática, emocional y independiente. Creo que las personas que conocen a mí van a decir lo mismo.

Todos mis amigos siempre dicen que no me parece amable, pero realmente, me gusta conocer a nuevos amigos, hablar con ellos y ayudar a ellos cuando me necesitan. Y a veces soy muy graciosa, me siento contenta cuando miro sonrisas en sus caras. También soy una buena escuchadora, y yo sé cómo acompañar a mis amigos cuando están tristes.

Por emocional, no es significado en una mala manera. Pues, es la verdad que mis emociones me afectan mucho y me importan mucho todas las personas en mi vida, y casi todas las cosas en el mundo. Pero estas emociones son las motivaciones para mí. Pienso y trabajo siguiendo a los sentimientos en mi corazón. Por supuesto, me influyen pero puedo controlarlos también.

 

Mientras que me gusta compañía de amigos y soy emocional, también soy una persona independiente. De hecho, la mayoría del tiempo estoy sola. Me llevo bien con mí misma, y prefiero comer, estudiar y hacer ejercicios sola. Además, viajar sola y me gusta la soledad. Puedo trabajar, estudiar, completar los quehaceres, y resolver problemas sin ayudas( pero hay situaciónes expecionada). Por ejemplo, cuando estaba en la escuela secundaria, los miembros del proyecto no quería trabajar, y todavía lo terminé.

 

En conclusión, tengo muchas características diferentes, y muchas personas no pueden entenderme. Tal vez soy extraña, pero si hubiera podido cambiar mi personalidad, no habría cambiar nada. 

 ",,,,,
74,180889,yourself,W20,SPA 3,30,Male,English,nope,NO,Cambodian 7 years,1,2,2,3,No,"Hola mi llamo es *FIRST_NAME* *LAST_NAME*. Soy estudiante en la Universidad de *UNIVERSITY*, *UNIVERSITY*. Me estoy especializando en Psicología con especialización en envejecimiento y desarrollo de adultos. Yo tengo *AGE* años; Mido cinco pies y cinco pulgadas. Tengo el pelo negro y los ojos marrones. Tengo diez dedos y dedos de los pies, una nariz, dos orejas, una boca y dos ojos. Originalmente me inscribí en *UNIVERSITY* *UNIVERSITY* en el otoño de 2007. Me especialicé en Bioquímica y Biología Molecular. Aprendí que no me gusta la bioquímica y la biología molecular, terminé dejando a *CITY* por unos años para trabajar y descubrir mi carrera. De alguna manera conseguí un trabajo trabajando en una farmacia durante unos años. Este trabajo me ayudó a conocer a muchas personas en la profesión médica. Estuve expuesto a muchos problemas de salud mental y me ayudó a darme cuenta de que quiero contribuir a la salud mental. Es por eso que decidí regresar a *CITY* y especializarme en Psicología con especialización en envejecimiento y desarrollo de adultos. Quiero comenzar una carrera en la comunidad de salud mental.
",,,,,
75,177061,yourself,W20,SPA 2,20 years old ,Female,English,,Cantonese ,,2,2,2,3,No,"Yo tengo *AGE* anos. Cuando yo era mas joven, muchas personas dicen que soy simpatica. Yo estoy de acuredo porque yo soy muy generosa para otra personas. Creo que es mas importante tratar a todos por igual. Creo que a todos merece ser aceptado porque todos tienen derecho. Ademas, yo soy muy trabajadora con escuela y trabajo. Yo quiero hacer buen en escuela porque yo quiero un buen futuro para mi y mi familia. Me gusta completar mi tarea a tiempo y estudio todos los dias. Pero, a veces es dificil escuchar en clase. Mi sueno es trabajar con otras personas que estan sufriendo. Es por eso que tengo trabajar duro. Yo hago mi mejor en todo acitividades. Por exemplo, yo pongo esfuerzo en aprender cosas neuvas y empujo a mi mismo para ser mejor. Ademas, mi familia es muy importante para mi y me encanta mi familia mucho. Yo paso mucho tiempo con ellos juegan videojuegos o el juego de mesa. Estoy agradecida por mis padres porque trabajan duro para darme oportunidades. Especificamente para mi, me gusta bailar, jugar el voleibol y pasar tiempo con mis amigos. Yo escucho musica todos los dias y trato de no bailar en publico porque soy timido. Pero, me gusta bailar hip hop y jazz mucho solo. Yo juego voleibol para divertido pero tambien me gusta la competencia. A veces juego con mis amigos pero mis amigos no juegan mucho durante el periodo escolar. Pero, es un buen ejercicio. Cuide siempre de su salud! Cuando yo paso tiempo con mis amigos, usualmente nosotros vamos a comer, hablar y jugar videojuegos o el juego de mesa similar con mi familia.  Asi que hay un poco sobre mi! 

 
",,,,,
